Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
BÁN NHÀ 4 TẦNG -NGÕ Ô TÔ TRÁNH - NGUYỄN TRÃI KDOANH ĐỈNH - CHỈ VÀI BƯỚC CHÂN RA PHỐ -GÍA CHỈ 12 TỶ,12 tỷ,37 m²,4,4,"Thanh Xuân, Hà Nội","Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội"
Chính chủ cần bán gấp liền kề Vườn Đào Lạc Long Quân - Tây Hồ 100m2 hơn 30 tỷ,35 tỷ,100 m²,5,Không có thông tin,"Tây Hồ, Hà Nội","Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
BÁN NHÀ 4 TẦNG -NGÕ Ô TÔ TRÁNH - NGUYỄN TRÃI KDOANH ĐỈNH - CHỈ VÀI BƯỚC CHÂN RA PHỐ -GÍA CHỈ 12 TỶ,12 tỷ,37 m²,4,4,"Thanh Xuân, Hà Nội","Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội"
Cần bán căn hộ cao cấp view Sông Hàn ngắm pháo hoa tại Thành phố Đà Nẵng với giá thấp nhất.,8 tỷ,"76,8 m²",3,3,"Sơn Trà, Đà Nẵng","Sun Symphony Residence, view Sông Hàn ngắm pháo hoa, đường Trần Hưng Đạo, Nại Hiên Đông , Sơn Trà, Đà Nẵng"
Chính chủ bán căn 1PN+ tòa Masterise giá tốt nhẩt Vinhomes Ocean Park có thể chuyển đổi thành 2 ngủ,"2,75 tỷ",45 m²,1,1,"Gia Lâm, Hà Nội","Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
"Bán nhà Tây Hồ, ngõ thông kinh doanh cực đẹp ô tô vào nhà thoả mái, DT 65m2 TK 7 tầng thang máy",16 tỷ,65 m²,6,Không có thông tin,"Tây Hồ, Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội"
THẬT 100% TỐT THU 250 TRIỆU/THÁNG TÒA NHÀ 11x26m. 260m2 HẦM 6 TẦNG KHU XUÂN THỦY THẢO ĐIỀN QUẬN 2.,59 tỷ,260 m²,25,25,"Quận 2, Hồ Chí Minh","Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
"Sadora, căn góc, 3PN, 120m2, View nhìn Panorama của Sài Gòn, giá rẻ chỉ 14.5 tỷ",15 tỷ,120 m²,3,2,"Quận 2, Hồ Chí Minh","Dự án Sadora Sala, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
"Chính chủ bán đất thổ cư ngay chợ Nguyễn Xí, cắt Phạm Văn Đồng và Nguyễn Xí","22,2 tỷ","202,3 m²",Không có thông tin,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","311/1, đường Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh"
"Chính chủ bán miếng đất bán đấu giá 2 mặt tiền Ql2D, diện tích 92m2, sổ đỏ vuông vắn",1 tỷ,92 m²,Không có thông tin,Không có thông tin,"Yên Bình, Yên Bái","Đường Quốc Lộ 2D, Xã Thịnh Hưng, Yên Bình, Yên Bái"
Bán tòa nhà 6 tầng thang máy thang bộ 12 phòng Q.Hai Bà 12.9 tỷ,"12,9 tỷ",62 m²,12,12,"Hai Bà Trưng, Hà Nội","Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
"Bán gấp nhà riêng Đội Cấn, Ba Đình, Hà Nội, 6 tầng thang máy, gần ô tô, 8.6 tỷ, 46m2, mặt tiền 4.2m","8,6 tỷ",46 m²,3,5,"Ba Đình, Hà Nội","Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội"
"1 lô duy nhất Trục chính dự án (đường nhựa 10m) 200 Bưng Ông Thoàn giá: 4,25 tỷ","4,25 tỷ",64 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
"Chủ cần bán, NHÀ ĐẸP, LÔ GÓC, THANG MÁY, Ô TÔ TRÁNH, Trung Kính, Cầu Giấy.","30,5 tỷ",86 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội"
"Chính chủ bán căn 62m chung cư Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Nam Từ Liêm",Giá thỏa thuận,62 m²,2,1,"Nam Từ Liêm, Hà Nội","Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội"
"7,7 tỷ - nhà mặt tiền - Thạnh Mỹ Lợi quận 2 - 75m2 - 5PN - 3 tầng - đường 8m - hàng hiếm giá tốt","7,7 tỷ",75 m²,5,6,"Quận 2, Hồ Chí Minh","Đường 19, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Đất Nghi Thuận Gần WHA, Cách N5 khoảng 200m",13 triệu,193 m²,Không có thông tin,Không có thông tin,"Nghi Lộc, Nghệ An","Nghi Thuận, Nghi Lộc, Nghệ An"
Chính chủ định cư nước ngoài cần bán căn hộ Diamond Riverside 2T650 bao thuế phí sang tên DT: 73m2,"2,65 tỷ",73 m²,2,2,"Quận 8, Hồ Chí Minh","Dự án Diamond Riverside, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh"
Bán gấp biệt thự đơn lập căn góc Phạm Thái Bường Phú Mỹ Hưng view công viên,"112,3 tỷ",285 m²,5,Không có thông tin,"Quận 7, Hồ Chí Minh","Phú Mỹ Hưng, Đường Phạm Thái Bường, Phường Tân Phong, Quận 7, Hồ Chí Minh"
Bán biệt thự đơn lập Mỹ Quang khu cảnh đồi Phú Mỹ Hưng. Nhà mới giá tốt. Khu dân cư cao cấp,148 tỷ,"352,5 m²",4,3,"Quận 7, Hồ Chí Minh","Dự án Mỹ Quang, Đường Lý Long Tường, Phường Tân Phong, Quận 7, Hồ Chí Minh"
Bán căn hộ Hưng Vượng 1 nhà đẹp giá rẻ nhất khu Phú Mỹ Hưng,"3,35 tỷ",77 m²,3,1,"Quận 7, Hồ Chí Minh","Dự án Hưng Vượng 1, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh"
Bán biệt thự Mỹ Phú 3 Phú Mỹ Hưng căn góc đường lớn,67 tỷ,225 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Dự án Mỹ Phú 3, Phường Tân Phú, Quận 7, Hồ Chí Minh"
"Trả trước 1,8 tỷ căn 110m2 đườg 21m Sapphire Gem TP Thuỷ Nguyên 3 tầng sổ đỏ giá rẻ nhất khu vực","5,5 tỷ",110 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Thành phố Thủy Nguyên, Hải Phòng"
CẦN TIỀN BÁN GẤP TRONG TUẦN RA LỘC CHO KHÁCH THIỆN CHÍ LÔ ĐẤT ĐẸP HIỀN LƯƠNG HIỀN NINH SÓC SƠN,"1,88 tỷ","72,3 m²",Không có thông tin,Không có thông tin,"Sóc Sơn, Hà Nội","Hiền Ninh, Sóc Sơn, Hà Nội"
HÀNG HIẾM ÁP GÓC| GIÁ CỰC ƯU ĐÃI| GẦN TRUNG TÂM GIẢI TRÍ GRAND WORLD VÀ TRƯỜNG HỌC| VINHOMES CỔ LOA,"17,87 tỷ",63 m²,6,4,"Đông Anh, Hà Nội","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội"
Đón sóng Vinhomes Vũ Yên 1 căn Centa City 75m2 giá rẻ nhất thị trường. LH 0866 666 ***,"3,6 tỷ",75 m²,4,3,"Thủy Nguyên, Hải Phòng","Dự án Centa City Hải Phòng, Đường 359, Phường An Lư, Thủy Nguyên, Hải Phòng"
"Chính chủ cần cắt lỗ cực sâu shophouse 60m2, thông thẳng ra chung cư Masterise, sổ đỏ vĩnh viễn",Giá thỏa thuận,60 m²,7,4,"Văn Giang, Hưng Yên","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
Chính chủ: Cần bán lô biệt thự 200m2 và liền kề 99m2 vị trí đẹp full nội thất cao cấp và thang máy.,73 tỷ,200 m²,6,6,"Hoàng Mai, Hà Nội","Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội"
"Nhà đẹp phố Lê Thánh Tông, BDS giá trị đầu tư ở sướng đang có dòng tiền cho thuê hiệu quả",13 tỷ,45 m²,4,5,"Hoàn Kiếm, Hà Nội","Đường Lê Thánh Tông, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội"
"Chính chủ bán lô đất dãy DC5-1x giá chỉ 1,55 tỷ rẻ nhất Cầu Trúc","1,55 tỷ",95 m²,Không có thông tin,Không có thông tin,"Sông Công, Thái Nguyên","Khu đô thị Cầu Trúc Sông Công, Đường Cách Mạng Tháng Mười, Phường Bách Quang, Sông Công, Thái Nguyên"
"Bán nhà 2MT công viên 7x22m KĐT Vạn Phúc, Hoàn thiện đẹp, sổ hồng riêng giá 33 tỷ",33 tỷ,154 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"Bán đất mặt biển Mũi Né, diện tích 1.384m2, Phan Thiết",Giá thỏa thuận,1.384 m²,Không có thông tin,Không có thông tin,"Phan Thiết, Bình Thuận","Đường Nguyễn Cơ Thạch, Phường Mũi Né, Phan Thiết, Bình Thuận"
"Chính chủ bán nhà 5T Chiến Thắng, VQ, Hà Đông (Ngay HVAN và HVKT Mật Mã). Kinh doanh. Ôtô. Giá 8tỷ6","8,6 tỷ",38 m²,4,4,"Hà Đông, Hà Nội","Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội"
Trả nợ ngân hàng tôi cần bán lỗ lô đất biển 1.200m2 giá 9 tỷ,9 tỷ,1.200 m²,Không có thông tin,Không có thông tin,"Phan Thiết, Bình Thuận","Đường Nguyễn Cơ Thạch, Phường Mũi Né, Phan Thiết, Bình Thuận"
"3PN bán gấp tại Q2 Thảo Điền - Chuyên Penthouse, 1PN, 2PN, 3PN, 4PN hàng ngộp - 0908 186 ***",12 tỷ,100 m²,3,2,"Quận 2, Hồ Chí Minh","Q2 Thảo Điền, Đường Võ Trường Toản, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
"Bán nhà 46m2 Bát Khối, Cổ Linh, Gần Cầu Vĩnh Tuy, Thanh Trì, Dân xây, An Ninh Tuyệt Đối",6 tỷ,46 m²,4,4,"Long Biên, Hà Nội","Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội"
Cập nhật giỏ hàng đất nền khu dân cư Hưng Phú tháng 3/2025 (Giá tốt nhất),7 tỷ,90 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Hưng Phú 2, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Gấp! Bán lô đất Biệt Thự Trần Trọng Khiêm đường 10m5 thông sông khu Nam Việt Á Đà Nẵng giá siêu tốt,"18,4 tỷ",361 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Trần Trọng Khiêm, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
"Bán nhà dân xây ngõ Hòa Bình 4, ngõ ô tô cực rộng gần phố, 5 tầng 3 ngủ. Sổ đỏ vuông đẹp","6,85 tỷ",29 m²,3,4,"Hai Bà Trưng, Hà Nội","Ngõ Hòa Bình 4, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội"
"Chính chủ bán đất mặt tiền view sông Hàn, cách đài ngắm pháo hoa mới của TP khoảng 200m",17 tỷ,100 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Đường Chương Dương, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng"
"Bán gấp Căn hộ 75m2, 5,1 tỷ tại Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Tương Mai, Hoàng Mai, Hà Nội","5,1 tỷ",75 m²,2,2,"Hoàng Mai, Hà Nội","HUD3 Nguyễn Đức Cảnh, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội"
Đất nền sổ sẵn trung tâm hành chính Thủ Thừa giá tốt nhất khu vực Long An,"1,7 tỷ",100 m²,Không có thông tin,Không có thông tin,"Thủ Thừa, Long An","Dự án Agora City, Đường Tỉnh Lộ 818, Thị trấn Thủ Thừa, Thủ Thừa, Long An"
"Bán nhà 42m2 xây 4 tầng đường Sư Vạn Hạnh,Q10 giá 3tỷ050.Gần Vạn Hạnh Mall.Hẻm 8m.Cho thuê 12tr","3,05 tỷ",42 m²,4,3,"Quận 10, Hồ Chí Minh","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh"
Nhà đẹp - thang máy sịn - ở ngay Q. Hai Bà Trưng,"9,5 tỷ",38 m²,3,4,"Hai Bà Trưng, Hà Nội","Phố Chùa Quỳnh, Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
"Bán NR 5PN, 4WC, 50.9m2 tại Phú Lãm, Hà Đông, 5,15 tỷ. ĐẦU TƯ CHO THUÊ THOẢI MÁI","5,15 tỷ","50,9 m²",5,4,"Hà Đông, Hà Nội","Phường Phú Lãm, Hà Đông, Hà Nội"
"Bán đất mặt đường 72, An Thượng","7,41 tỷ",114 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Đường Quốc Lộ 72, Xã An Thượng, Hoài Đức, Hà Nội"
"Bán đất tại Phùng Chí Kiên, giá cực chất 23 triệu/m2, 222.6m2, Phúc Yên, Vĩnh Phúc gần Chợ Tình","5,12 tỷ","222,6 m²",Không có thông tin,Không có thông tin,"Phúc Yên, Vĩnh Phúc","Phố Phùng Chí Kiên, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc"
Đất gia đình Mặt tiền lớn 100m2 sát bên Làng Đại học Thủ Đức,"3,6 tỷ",100 m²,Không có thông tin,Không có thông tin,"Dĩ An, Bình Dương","Đường Thống Nhất, Phường Bình An, Dĩ An, Bình Dương"
"Tôi cần bán gấp căn nhà 37m2x3 tầng,gần QL6, BX Yên Nghĩa. Giá 3,85 tỷ. Lh: 0983 227 *** (A. Thanh)","3,85 tỷ",37 m²,3,3,"Hà Đông, Hà Nội","Đường 6, Phường Đồng Mai, Hà Đông, Hà Nội"
"Nhà mới 100% - 6 x 27 mét, xã Gia Thuận, Gò Công Đông, Tiền giang, Sổ hồng + nội thất 790 triệu",790 triệu,162 m²,2,1,"Gò Công Đông, Tiền Giang","Xã Gia Thuận, Gò Công Đông, Tiền Giang"
"Hot! Bán Đất tại Đường 39A, Bảo Khê, Hưng Yên, Đối diện dự án sân golf của Vin Group","12,88 tỷ",280 m²,Không có thông tin,Không có thông tin,"Hưng Yên, Hưng Yên","Đường 39A, Xã Bảo Khê, Hưng Yên, Hưng Yên"
"Bán gấp Đất tại đường Nguyễn Khuyến, An Tảo, TP Hưng Yên","6,3 tỷ",75 m²,Không có thông tin,Không có thông tin,"Hưng Yên, Hưng Yên","Đường Tôn Thất Tùng, Phường An Tảo, Hưng Yên, Hưng Yên"
"Gấp! Chính chủ bán nhanh căn hộ 2PN chung cư Seasons Avenue, full đồ đẹp, giá rẻ hơn thị trường",5 tỷ,72 m²,2,2,"Hà Đông, Hà Nội","Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội"
Bán nhà Sapphire Gem cạnh trung tâm hành chính với quỹ căn giá tốt vị trí đẹp. liên hệ 0898 260 ***,"5,8 tỷ",110 m²,4,5,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Đường 9C, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
"Bán nhà Quận 7 MT đường Số 40(LG 16m) Tân Quy Đông, P. Tân Phong, 6x15m trệt 3 lầu, ở và làm VP cty",19 tỷ,90 m²,4,5,"Quận 7, Hồ Chí Minh","Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh"
"CC cần bán nhà phố Nguyên Hồng 80m2x8T. MT:16m.Nhà đẹp Lô góc 2 mặt tiền.Ngõ to hơn phố,Sổ đẹp",56 tỷ,80 m²,6,6,"Đống Đa, Hà Nội","Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội"
"chỉ 1, 4x tỷ nhận ngay chìa khoá căn hộ Sea view Tower view biển núi,View KĐT Vin làng vân cực xịn","1,75 tỷ","59,6 m²",2,2,"Liên Chiểu, Đà Nẵng","Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
"Bán nhà phố vườn 1 trệt 3 lầu trong khu compound đăng cấp tại Bình Chánh, chỉ từ 80tr/m2",10 tỷ,105 m²,4,3,"Bình Chánh, Hồ Chí Minh","The Meadow Bình Chánh, Trần Văn Giàu, Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh"
"NHIỀU LÔ ĐẤT ĐẸP MẶT TIỀN KINH DOANH ĐƯỜNG LÊ VĂN LƯƠNG VÀ ĐÀO SƯ TÍCH, DTICH TỪ 100M2- VIP 3000M2",15 tỷ,300 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Bán căn hộ 2PN Eaton Park, mặt tiền Mai Chí Thọ, An Phú, Quận 2, liền kề nút giao An Phú",13 tỷ,75 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
"Chính chủ bán căn 2PN hướng Đông Nam giá rẻ nhất dự án FPT Plaza 3. Giá 1,9x tỷ",Giá thỏa thuận,57 m²,3,2,"Ngũ Hành Sơn, Đà Nẵng","Dự án FPT Plaza 3, Đường Hoàng Minh Thắng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
Cực rẻ - bán căn hộ tại khu tập thể quân khu thủ đô số 55 ngõ 781 Khương Trung 80m giá 2 tỷ 9,"2,9 tỷ",80 m²,3,1,"Thanh Xuân, Hà Nội","Phường Khương Trung, Thanh Xuân, Hà Nội"
"Bán CC 2PN, 2WC, 65m2 tại À La Carte Hotel, Dương Đình Nghệ, 4,7 tỷ cực chất","4,7 tỷ",65 m²,2,2,"Sơn Trà, Đà Nẵng","À La Carte Hotel, Dương Đình Nghệ, Phước Mỹ, Sơn Trà, Đà Nẵng"
"Bán 9900m2 đất ven sông Đại Nga, TP Bảo Lộc, phù hợp xây khu nghỉ dưỡng, homestay, khu camping",18 tỷ,9.900 m²,Không có thông tin,Không có thông tin,"Bảo Lộc, Lâm Đồng","Đường Quốc Lộ 20, Xã Lộc Nga, Bảo Lộc, Lâm Đồng"
"1 LÔ ĐƯỜNG A1 KĐT AN BÌNH TÂN DUY NHẤT GIÁ SIÊU HẤP DẪN, CHỈ 3,8 TỶ LH E CƯỜNG 0914 201 *** ĐỂ CHỐT Ạ","3,8 tỷ",100 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","KĐT An Bình Tân, Đường A1, Phường Phước Long, Nha Trang, Khánh Hòa"
Chính chủ bán đất Thụy Phương ô tô tránh ô tô vào nhà 62m2 x 5 giá mềm vị trí TT phường,Giá thỏa thuận,62 m²,Không có thông tin,Không có thông tin,"Bắc Từ Liêm, Hà Nội","Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội"
"Bán căn hộ chung cư tại Lê Đức Thọ, 4,45 tỷ, 71m2, 2PN, 1WC, đầy đủ nội thất","4,45 tỷ",71 m²,2,1,"Cầu Giấy, Hà Nội","Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội"
"Bán lô đất diện tích 3.566m2, Đường Nguyễn cơ thạch, phường Mũi Né TP Phan Thiết T Bình Thuận,","44,58 tỷ",3.566 m²,Không có thông tin,Không có thông tin,"Phan Thiết, Bình Thuận","Phường Mũi Né, Phan Thiết, Bình Thuận"
NHÀ ĐẸP 4 TẦNG PHỐ QUAN NHÂN- FULL NỘI THẤT- GẦN PHỐ- NGÕ RỘNG BA GÁC- TIỆN ÍCH NGẬP TRÀN.,"7,5 tỷ",30 m²,4,4,"Thanh Xuân, Hà Nội","Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Chính chủ bán nhanh nhà phố Thái Thịnh, 33 tỷ, vị trí vàng, 71m2 ô tô tránh xe tải 7T thang máy KD",33 tỷ,71 m²,12,6,"Đống Đa, Hà Nội","Thái Thịnh, Láng Hạ, Đống Đa, Hà Nội"
"Bán chuyển nhượng căn hộ Duplex chung cư Penstudio Tây Hồ 76m2 - 91m2, Full đồ nội thất 0822 786 ***",Giá thỏa thuận,76 m²,1,2,"Tây Hồ, Hà Nội","Dự án PentStudio, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
"Bán Đất 123m2, 2,5 tỷ tại Bạch Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội","2,5 tỷ",123 m²,Không có thông tin,Không có thông tin,"Quốc Oai, Hà Nội","Đường Hoà Thạch, Xã Hòa Thạch, Quốc Oai, Hà Nội"
"Bán Nhà mặt phố tại Nhân Chính, Thanh Xuân, Hà Nội, 79m2, giá thỏa thuận, view đẹp, chính chủ",Giá thỏa thuận,79 m²,26,26,"Thanh Xuân, Hà Nội","Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Căn 2PN 2WC, 67m2, giỏ hàng độc quyền tại The Emerald 68 chỉ 3,2 tỷ - LH 0903 091 *** Em Nga",Giá thỏa thuận,67 m²,Không có thông tin,Không có thông tin,"Thuận An, Bình Dương","The Emerald 68, Vĩnh Phú 16, Vĩnh Phú, Thuận An, Bình Dương"
"Bán Nhà 3 tầng hoàn thiện khu TĐC 7.2ha thị trấn Trâu Quỳ, Gia Lâm 10.2 tỷ","10,2 tỷ","48,1 m²",Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Đường Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
Chính chủ bán gấp biệt thự B1.1 BT05 mặt tiền đường 25m Khu đô thị Thanh Hà,Giá thỏa thuận,240 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội"
"(Gấp) Nhà Thuận An, 2 lầu, 2PN, Giá: 2.95 tỷ, Kinh doanh được, đường Oto 12m, SHR sang tên ngay","2,95 tỷ",60 m²,2,3,"Thuận An, Bình Dương","Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương"
"Sun Symphony Đà Nẵng - Căn hộ 3PN view biển giá rẻ nhất thị trường, chiết khấu 21%. Hỗ trợ vay NH.","4,8 tỷ","88,3 m²",3,2,"Sơn Trà, Đà Nẵng","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
Chính chủ cần bán gấp căn góc liền kề A2.4 LK8-06 tại khu đô thị Thanh Hà,Giá thỏa thuận,"182,76 m²",Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội"
"Bán đất nền dự án 80 m2 tại TMS Grand City Phúc Yên, 43 triệu / m2","3,36 tỷ",80 m²,Không có thông tin,Không có thông tin,"Phúc Yên, Vĩnh Phúc","TMS Grand City Phúc Yên, Hùng Vương, Phúc Yên, Vĩnh Phúc"
Bán nhà mặt tiền Hải Thượng Lãn Ông kinh doanh sầm uất ngay chợ lớn Bình Tây,37 tỷ,66 m²,6,4,"Quận 5, Hồ Chí Minh","Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Hồ Chí Minh"
"Bán đất nền dự án TMS Grand City Phúc Yên, 43 triệu / m2, 80 m2, Hùng Vương, Phúc Yên, Vĩnh Phúc","3,44 tỷ",80 m²,Không có thông tin,Không có thông tin,"Phúc Yên, Vĩnh Phúc","TMS Grand City Phúc Yên, Hùng Vương, Phúc Yên, Vĩnh Phúc"
"Bán Shophouse 2 mặt tiền tại Nam An Khánh, 39,985 tỷ, 188m2, 4 tầng, pháp lý đầy đủ","39,99 tỷ",188 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Nam An Khánh, Xã An Khánh, Hoài Đức, Hà Nội"
CC CONIC RIVERSIDE CẦN BÁN (1PN - 1.950 ĐẾN 2.150) | (2PN - 2.550 ĐẾN 2.850) - ĐÃ CÓ SỔ HỒNG,"1,95 tỷ",50 m²,1,1,"Quận 8, Hồ Chí Minh","Dự án Conic Riverside, Phố Tạ Quang Bửu, Phường 7, Quận 8, Hồ Chí Minh"
"BIỆT THỰ VƯỜN HỒ ĐẲNG CẤP TẠI VINHOMES THĂNG LONG - 130M, FULL NỘI THẤT, 7M MẶT, GIÁ 24 TỶ",24 tỷ,130 m²,5,5,"Hoài Đức, Hà Nội","Vinhomes Thăng Long, An Khánh, Hoài Đức, Hà Nội"
"Hot hot rẻ hơn 400tr Cần bán gấp Hưng Vượng 1 67m2 tầng 1, lững 30m2 SH chốt gấp 2.9tỷ thật 100%","2,9 tỷ",90 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Hưng Vượng 1, Nguyễn Văn Linh, Tân Phong, Quận 7, Hồ Chí Minh"
