Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Chính chủ bán nhà Mặt tiền Quốc Lộ 13, Phường 26, Quận Bình Thạnh",24 tỷ,"133,9 m²",Không có thông tin,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","Số 223 Đường Quốc Lộ 13, Phường 26, Bình Thạnh, Hồ Chí Minh"
"Vip! Bán căn hộ The Grand Hà Nội, 152 m2, tầng đẹp, sang trọng đẳng cấp nhất Hà Nội. Chỉ 102 tỷ!",102 tỷ,152 m²,5,5,"Hoàn Kiếm, Hà Nội","The Grand Hà Nội, Hai Bà Trưng, Hàng Bài, Hoàn Kiếm, Hà Nội"
"Bán nhà riêng 4,5 tỷ, 152m2, Mạc Cửu, Dương Đông, Phú Quốc, Kiên Giang, chính chủ chỉ với","4,5 tỷ",152 m²,4,2,"Phú Quốc, Kiên Giang","Đường Mạc Cửu, Phường Dương Đông, Phú Quốc, Kiên Giang"
Chỉ 5 lô đất nền giá tốt nhất tại KĐT Đông Tăng Long giá đầu tư 61tr/m2 DT 100m2 LH:0938 256 ***,"6,1 tỷ",100 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Đông Tăng Long, Đường Số 16, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
"Tin thật 100% - cập nhật list căn hộ mới T3/2025 giá tốt nhất Vista Verde, 1 - 4PN - Duplex - Pent","4,3 tỷ",62 m²,3,3,"Quận 2, Hồ Chí Minh","Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Bán siêu phẩm 4PN Vinhomes Central Park, full nội thất decor sang chảnh, view trực diện sông","20,5 tỷ",154 m²,4,3,"Bình Thạnh, Hồ Chí Minh","Vinhomes Central Park, Điện Biên Phủ, 22, Bình Thạnh, Hồ Chí Minh"
"Bán gấp CHCC Flemington, Quân 11, DT 97m2, 3PN/2WC, giá 5.8 tỷ có sổ hồng LH 0941 943 *** em Thảo","5,8 tỷ",97 m²,3,2,"Quận 11, Hồ Chí Minh","Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh"
"Qũy căn hộ cao cấp Phú Tài Residence, 1,77 - 1,95 tỷ/Căn 2PN, 2WC view biển. Full nội thất - Sỗ sẵn","1,77 tỷ",65 m²,2,2,"Quy Nhơn, Bình Định","Dự án Phú Tài Residence, Đường Lê Đức Thọ, Phường Hải Cảng, Quy Nhơn, Bình Định"
"Bán gấp 2 PN The Manor, Q. Bình Thạnh, căn góc, view thoáng mát, full nội thất","5,15 tỷ",80 m²,2,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","The Manor HCM, 91, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
"Hạ giá bán rất gấp căn hộ 1 PN Vinhomes Central Park, sở hữu vĩnh viễn, nội thất cao cấp","5,5 tỷ",54 m²,1,1,"Bình Thạnh, Hồ Chí Minh","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
"Chính chủ cần bán gấp CHCC Tân Việt - giá 3,1 tỷ","3,1 tỷ",88 m²,2,2,"Hoài Đức, Hà Nội","Dự án Tân Việt Tower, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội"
Bán gấp đi công tác nước ngoài,"2,4 tỷ",46 m²,2,1,"Lê Chân, Hải Phòng","Dự án The Minato Residence, Phường Vĩnh Niệm, Lê Chân, Hải Phòng"
Chính chủ bán 2 căn hộ Fhome giá tốt,"4,1 tỷ","103,5 m²",2,2,"Hải Châu, Đà Nẵng","Khu căn hộ F.Home, Lý Thường Kiệt, Thạch Thang, Hải Châu, Đà Nẵng"
BÁN TÒA NHÀ VP PHÂN LÔ-Ô TÔ TRÁNH-VỈA HÈ VIP-CẦU GIẤY-100m2x8T-THANG MÁY-GARA OTO-KINH DOANH-4X TỶ,"48,5 tỷ",100 m²,6,6,"Cầu Giấy, Hà Nội","Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội"
Hơn 13 tỷ/căn song lập Vin Vũ Yên 193m2,"13,9 tỷ",193 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Dự án Vinhomes Royal Island, Phường Thủy Hà, Thủy Nguyên, Hải Phòng"
"Bán nhà mặt tiền Khuông Việt, P. Phú Trung, Q. Tân Phú 20 tỷ, tặng hợp đồng thuê 35tr/tháng",20 tỷ,"152,5 m²",Không có thông tin,Không có thông tin,"Tân Phú, Hồ Chí Minh","Đường Khuông Việt, Phường Phú Trung, Tân Phú, Hồ Chí Minh"
Căn biệt thự cuối cùng - Khu biệt thự đảo ngọc Regal Victoria - Giá chỉ 36.52 triệu/m2 siêu hot,"12,6 tỷ",345 m²,3,3,"Điện Bàn, Quảng Nam","Regal Victoria, Đường Trường Sa, Phường Điện Ngọc, Điện Bàn, Quảng Nam"
Bán lô đất DT 169m2 có 50m2 thổ cư,"1,77 tỷ",169 m²,Không có thông tin,Không có thông tin,"Lương Sơn, Hòa Bình","Đường Đồng Chanh, Xã Nhuận Trạch, Lương Sơn, Hòa Bình"
Bán nhà mặt phố Hàng Hành Bảo Khánh sổ đỏ 110m2 xây mới 1 hầm 8 nổi mặt tiền 8m (Cách hồ 20m),Giá thỏa thuận,110 m²,Không có thông tin,Không có thông tin,"Hoàn Kiếm, Hà Nội","Đường Hàng Hành, Phường Hàng Trống, Hoàn Kiếm, Hà Nội"
Cần bán nhà Trần Tử Bình hàng hiếm nhà mặt phố kinh doanh đa rạng sầm uất,25 tỷ,48 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Phố Trần Tử Bình, Phường Dịch Vọng, Cầu Giấy, Hà Nội"
"Bán căn hộ tòa N03T3 tầng cao, diện tích 110.6m2, giá bán tốt, LH: 0984 080 ***",Giá thỏa thuận,"110,6 m²",3,2,"Bắc Từ Liêm, Hà Nội","Dự án N03-T3&T4 Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội"
"Bán đất mặt đường kinh doanh 290m có 70m thổ cư đẹp xã Hữu Văn, Chương Mỹ","3,19 tỷ",290 m²,Không có thông tin,Không có thông tin,"Chương Mỹ, Hà Nội","Xã Hữu Văn, Chương Mỹ, Hà Nội"
"Bán đất tại Xã Trừ Văn Thố, Bàu Bàng, Bình Dương chỉ với 830 triệu, 279m2",830 triệu,279 m²,Không có thông tin,Không có thông tin,"Bàu Bàng, Bình Dương","Xã Trừ Văn Thố, Bàu Bàng, Bình Dương"
"Chính chủ bán 100m2 đất TĐC xã Bình Yên, tHạch Thất, Hà Nội","3,7 tỷ",100 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội"
"Bán đất tặng nhà mặt phố 575m2 8x72m 100m2 thổ cư, giá tốt 1,25tỷ đường 02 số Thạnh Tân, Tây Ninh","1,25 tỷ",575 m²,2,1,"Tây Ninh, Tây Ninh","Đường 22B, Xã Thạnh Tân, Tây Ninh, Tây Ninh"
"Bán nhà MT Ngô Quyền, Phú Quốc thấp nhất thị trường","9,9 tỷ","300,8 m²",7,7,"Phú Quốc, Kiên Giang","Đường Ngô Quyền, Phường Dương Đông, Phú Quốc, Kiên Giang"
"Bán đất nền xã Long Thới, huyện Nhà Bè","3,75 tỷ",98 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh"
Bán gấp căn hộ Penthouse The View Quận 7. Lầu 36,26 tỷ,"304,1 m²",4,3,"Quận 7, Hồ Chí Minh","Dự án The View Riviera Point, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh"
"Giỏ hàng bán One Verandah Duplex, P Thạnh Mỹ Lợi Quận 2 (Đảo Kim Cương) tháng 03.2025",13 tỷ,157 m²,3,3,"Quận 2, Hồ Chí Minh","One Verandah Mapletree, Bát Nàn, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Bán đất nền xã Nhơn Đức, huyện Nhà Bè","3,95 tỷ",125 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Đường Lê Thị Tám, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh"
"Rất gấp: Chính chủ bán 3PN - 2VS, 4 tỷ 650, view hồ tòa I2 Imperia, (chỉ bán trong tuần)","4,65 tỷ","75,4 m²",3,2,"Nam Từ Liêm, Hà Nội","Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Bán suất nội bộ CĐT Western Capital Quận 6, căn 66m2, 2pn giá chỉ 2.82 tỷ.LH: 0936 266 *** Ms Xinh","2,82 tỷ",66 m²,2,2,"Quận 6, Hồ Chí Minh","The Western Capital, 116, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh"
Tôi chính chủ bán 2 căn căn 1PN + 46.8m2 - 2tỷ 850 và studio 33m2 - 1 tỷ 980 tỷ Masteri Smart City,"2,85 tỷ","46,8 m²",1,1,"Nam Từ Liêm, Hà Nội","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Chính chủ kẹt tiền cần bán 2PN - 78m2 Kingdom 101, giá 5.7 tỷ, đã có sổ hồng, LH 0933 752 ***","5,7 tỷ",78 m²,2,2,"Quận 10, Hồ Chí Minh","Dự án Kingdom 101, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh"
"Bán gấp bán căn 3PN tòa 17T2 Hapulico Complex, full nội thất, tầng cao view thoáng hướng Đông Nam","7,2 tỷ",103 m²,3,2,"Thanh Xuân, Hà Nội","Hapulico Complex, 83, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
"Bán lô góc 2 mặt tiền - khu biệt thự biển Vĩnh Hòa, bến du thuyền Nha Trang - giá 48tr/m2","15,82 tỷ","329,5 m²",Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Đường Huỳnh Văn Nghệ, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa"
"Bán nhà 3 tầng đường Hoàng Thúc Trâm, gần Tiểu La, Hải Châu. Giá 7.9 tỷ","7,9 tỷ",90 m²,4,3,"Hải Châu, Đà Nẵng","Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng"
"Bán Quỹ căn ngoại giao Shophouse Hoàng Thành Pearl Cầu Diễn, Nam Từ Liêm. LH 0983 786 ***","41,65 tỷ",98 m²,6,6,"Nam Từ Liêm, Hà Nội","Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội."
"Bán song lập Manhattan: 160m2. Hoàn thiện full nội thất mới tinh, thang máy. Giá chỉ: 21.2tỷ","21,2 tỷ",160 m²,Không có thông tin,Không có thông tin,"Hồng Bàng, Hải Phòng","Dự án Vinhomes Imperia Hải Phòng, Phường Thượng Lý, Hồng Bàng, Hải Phòng"
"Bán nhà mặt tiền XVNT, ngã tư Hàng Xanh - MT kinh doanh, CHDV, văn phòng","14,7 tỷ",77 m²,Không có thông tin,Không có thông tin,"Bình Thạnh, Hồ Chí Minh","Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh"
"Bán nhà Liền Kề Đường Tố Hữu, P Trung Văn, Nam Từ Liêm, Hà Nội, giá thỏa thuận, 105.2m2",Giá thỏa thuận,"105,2 m²",4,4,"Nam Từ Liêm, Hà Nội","Dự án KĐT Trung Văn - Hancic, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
Chỉ 3.x tỷ có ngay nhà 4 tầng Yên Nghĩa Hà Đông Hà Nội LH: 0929 656 ***,Giá thỏa thuận,36 m²,4,3,"Hà Đông, Hà Nội","Phường Yên Nghĩa, Hà Đông, Hà Nội"
"Hẻm nhựa vip 8m Trần Hưng Đạo, P. Nguyễn Cư Trinh, Quận 1. (6 X 18 m) 5 lầu mới 28 tỷ",28 tỷ,108 m²,Không có thông tin,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
"Chính chủ cần bán nhà cấp 4, thổ cư 100m2, KDC ấp 3, đường số 4, Long Định, Cần Đước, Long An","1,4 tỷ",100 m²,Không có thông tin,Không có thông tin,"Cần Đước, Long An","Đường Số 4, Xã Long Định, Cần Đước, Long An"
"Bán Penthouse Sky Forest Ecopark, 320m2 nguyên bản giá 16 tỷ | LH: 0909 769 ***",16 tỷ,320 m²,Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên"
Giảm giá - Chính Chủ bán 02 nền đất thổ cư Đường xe ôto tiện kinh doanh gần Aeon Bình Tân TPHCM,"2,77 tỷ",52 m²,Không có thông tin,Không có thông tin,"Bình Tân, Hồ Chí Minh","Đường Số 1, Phường Tân Tạo, Bình Tân, Hồ Chí Minh"
2 căn 118m2 suất nội bộ giá cực tốt. Liên hệ em Thọ ngay 0866 128 *** để check căn giá tốt!,"11,21 tỷ",118 m²,3,3,"Thanh Xuân, Hà Nội","Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
2 căn 118m2 suất nội bộ giá cực tốt. Liên hệ em Thọ ngay 0866 128 *** để check căn giá tốt!,"11,21 tỷ",118 m²,3,3,"Thanh Xuân, Hà Nội","Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Siêu Phẩm Nghĩa Đô Cầu Giấy. Phân Lô Ô Tô. 50m2 x 6 Tầng Thang Máy Giá Chào chỉ 11 tỷ hơn xíu,11 tỷ,50 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
Đất nền đầu tư từ 80m2-130m2 khu dân cư Bình Chánh - Trần Văn Giàu 13tr - 18tr/m2 - SHR thổ cư full,"1,45 tỷ",80 m²,Không có thông tin,Không có thông tin,"Bình Chánh, Hồ Chí Minh","Đường Trần Văn Giàu, Xã Bình Lợi, Bình Chánh, Hồ Chí Minh"
"Siêu hot bán CH 2PN, 2WC tầng trung tại Canopy vốn vào chỉ 670tr 68m2 , hỗ trợ lãi suất 0%","4,58 tỷ",68 m²,2,2,"Nam Từ Liêm, Hà Nội","The Canopy Residences - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Bán nhà rất đẹp, kiên cố đường Hoà Hảo - Ngô Quyền Q10 gần chợ Nguyễn Tri Phương","12,8 tỷ",43 m²,4,3,"Quận 10, Hồ Chí Minh","Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh"
Gia đình cần bán gấp mặt phố Lý Nam Đế Hoàn Kiếm sổ đỏ 114m2 giá 400tr/m2 rất rẻ,"45,6 tỷ",114 m²,Không có thông tin,Không có thông tin,"Hoàn Kiếm, Hà Nội","Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội"
Một căn duy nhất giảm sâu 500 triệu | chính chủ bán nhà mặt tiền quận 7 hồ chí minh giá siêu hời,"23,5 tỷ",139 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Đường Số 45, Phường Tân Quy, Quận 7, Hồ Chí Minh"
"Bán NR 34m2 tại Phú Lương, Hà Đông, giá chỉ 4,45 tỷ (Vừa mới xây)","4,45 tỷ",34 m²,3,3,"Hà Đông, Hà Nội","Phường Phú Lương, Hà Đông, Hà Nội"
"Rỗ hàng sang nhượng mới nhất 3/2025 căn 2 - 3pn, sky villa Saigon Intela báo giá thật 100%","1,47 tỷ",50 m²,2,2,"Bình Chánh, Hồ Chí Minh","Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
Bán nhà riêng 32m2 chính chủ tại Cầu Diễn,"5,9 tỷ",32 m²,3,3,"Bắc Từ Liêm, Hà Nội","Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội"
"Đất vườn đẹp, diện tích 3192m2, tại xã Tân Kiên huyện Bình Chánh, giá đầu tư 7,5 triệu/m2",24 tỷ,3.192 m²,Không có thông tin,Không có thông tin,"Bình Chánh, Hồ Chí Minh","Đường Cây Bàng, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh"
"Bán nhà mặt Phố Huế Hàng Bài Sổ Đỏ 400m2 Mặt Tiền 10,5M Chỉ 1 Sổ 1 Chủ GPXD 2 Hầm 10 Nổi Giá 310 tỷ",310 tỷ,400 m²,Không có thông tin,Không có thông tin,"Hai Bà Trưng, Hà Nội","Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội"
Em Minh Ngọc chuyên dự án Mỹ Đình Pearl xin phép cập nhật quỹ căn bán cuối T3/2025. Cam kết ko ảo,Giá thỏa thuận,145 m²,4,3,"Nam Từ Liêm, Hà Nội","Dự án Mỹ Đình Pearl, Phường Phú Đô, Nam Từ Liêm, Hà Nội"
"Bán khu đất 2410m2 mặt tiền QL20, xã Phú Hội, Đức Trọng, Lâm Đồng",Giá thỏa thuận,2.410 m²,Không có thông tin,Không có thông tin,"Đức Trọng, Lâm Đồng","Đường Quốc Lộ 20, Xã Phú Hội, Đức Trọng, Lâm Đồng"
"Chìa khóa trao tay - nhận nhà ở ngay Tecco Felice Home căn hộ 2PN chỉ từ 1,29 tỷ","1,29 tỷ","43,8 m²",2,1,"Thuận An, Bình Dương","Chung cư An Phú Thuận An, Đường Lê Thị Trung, Phường An Phú, Thuận An, Bình Dương"
Hẻm xe tải quay đầu nhà hai mặt có ban công,"6,99 tỷ",80 m²,6,5,"Quận 12, Hồ Chí Minh","233, Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
CĐT Nhật Bản bán căn hộ TT - AVIO thanh toán 9tr/th trong 2 năm. Cơ hội đầu tư mua ở rất thuận lợi,Giá thỏa thuận,67 m²,2,2,"Dĩ An, Bình Dương","TT AVIO, Tỉnh lộ 743C, Tân Đông Hiệp, Dĩ An, Bình Dương"
"Gấp - chủ cần bán nhà mặt phố Trần Hưng Đạo, Hoàn Kiếm - 173m2 x 3 tầng giá bán đất - mặt tiền 9,3m",118 tỷ,173 m²,Không có thông tin,Không có thông tin,"Hoàn Kiếm, Hà Nội","Đường Trần Hưng Đạo, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội"
(Cần bán gấp) khách sạn 2 mặt tiền mặt phố Hàng Vải - Thuốc Bắc sổ đỏ 155m2x8 tầng MT 8m 135 tỷ,135 tỷ,155 m²,Không có thông tin,Không có thông tin,"Hoàn Kiếm, Hà Nội","Phố Hàng Vải, Phường Hàng Mã, Hoàn Kiếm, Hà Nội"
Chính chủ bán gấp nhà 64m2 hẻm xe hơi KDC Nam Hùng Vương nhỉnh 5 tỷ,"5,4 tỷ",64 m²,2,2,"Bình Tân, Hồ Chí Minh","Phường An Lạc, Bình Tân, Hồ Chí Minh"
Chính chủ bán gấp nhà 64m2 hẻm xe hơi KDC Nam Hùng Vương nhỉnh 5 tỷ,"5,4 tỷ",64 m²,2,2,"Bình Tân, Hồ Chí Minh","Phường An Lạc, Bình Tân, Hồ Chí Minh"
"Bán căn Penhouse 2 tầng Duplex toà Vinaconex B - Kim Văn Kim Lũ 13.5 tỷ, 173.4m2, view đẹp, 3PN 3WC","13,5 tỷ","173,4 m²",3,3,"Hoàng Mai, Hà Nội","Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội"
"Bán đất có 3 khối nhà làm cafe đẹp mặt tiền Bạch Đằng Phường 7, DT 2413m2 thổ cư 650m2",61 tỷ,2.413 m²,4,4,"Đà Lạt, Lâm Đồng","Đường Bạch Đằng, Phường 7, Đà Lạt, Lâm Đồng"
Bán nhà mặt hồ Trúc Bạch mặt phố Trấn Vũ SĐ 125m2 MT 7m mặt sau mặt phố Nam Tràng có GPXD 8 tầng,98 tỷ,125 m²,Không có thông tin,Không có thông tin,"Ba Đình, Hà Nội","Phố Trấn Vũ, Phường Trúc Bạch, Ba Đình, Hà Nội"
Chính chủ gửi bán căn hộ cao cấp chung cư Starlake - KĐT Starlake - Tây Hồ Tây giá tốt từ 130tr/m2,Giá thỏa thuận,"113,2 m²",3,2,"Tây Hồ, Hà Nội","Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội"
"Bán liền kề biệt thự OCP3 75m2 Đông Nam 5 tầng 293m2 mặt vườn hoa, sát 10 tòa chung cư, gần TTTM","10,5 tỷ",75 m²,6,6,"Văn Giang, Hưng Yên","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
"Căn hộ cao cấp Peninsula Da Nang, view sông Hàn, sổ hồng lâu dài, giá chỉ 53tr/m2 bàn giao nội thất","3,2 tỷ",64 m²,2,2,"Sơn Trà, Đà Nẵng","Peninsula Đà Nẵng , Lê Văn Duyệt, Nại Hiên Đông , Sơn Trà, Đà Nẵng"
Chính chủ cần bán gấp nhà Ngô Xuân Quảng căn góc. 5 tầng 4 ngủ 5VS TK hiện đại,"6,85 tỷ",43 m²,4,5,"Gia Lâm, Hà Nội","Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
"Chính chủ bán lô đất đường Đặng Hồi Xuân, thông","3,85 tỷ",105 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Han River Village (Nam Hòa Xuân), Đường Đặng Hồi Xuân, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng"
"Bán Nhà Huỳnh Văn Bánh, Phú Nhuận gần Nguyễn Văn Trỗi - DT 85.4m2, Xây 4 tầng kiên cố, giá 9.4 tỷ","9,39 tỷ","85,4 m²",6,7,"Phú Nhuận, Hồ Chí Minh","Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh"
"Bán đất vườn tại Bến Tre, có thổ cư. Hiện đang trồng dừa xiêm và chuối. Xe oto vào tận đất","4,8 tỷ",400 m²,Không có thông tin,Không có thông tin,"Châu Thành, Bến Tre","Xã Tam Phước, Huyện Châu Thành, Bến Tre"
"Bán căn hộ The Marq Quận 1: 1PN, 2PN, 3PN, 4PN giá tốt nhất thị trường",Giá thỏa thuận,51 m²,1,Không có thông tin,"Quận 1, Hồ Chí Minh","The Marq, Nguyễn Đình Chiểu, Đa Kao, Quận 1, Hồ Chí Minh"
Bán biệt thự song lập rẻ nhất Nam An Khánh,43 tỷ,416 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội"
Bán toà nhà 12 tầng mặt tiền đường Biệt Thự - Phường Lộc Thọ - Nha Trang giá 85 tỷ,85 tỷ,"159,4 m²",46,Không có thông tin,"Nha Trang, Khánh Hòa","Đường Biệt Thự, Phường Lộc Thọ, Nha Trang, Khánh Hòa"
"Bán căn hộ cao cấp Privia Khang Điền, 83m2 3PN, giá chỉ 4,99 tỷ - Dự án đã cấp sổ hồng","4,99 tỷ",83 m²,3,2,"Bình Tân, Hồ Chí Minh","Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
"Bán căn hộ Estella Heights 1PN, 2PN, 3PN, 4PN, Duplex, Penthouse, nhà đẹp, giá tốt nhất khu vực","8,9 tỷ",89 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
